,Unnamed: 0,long_name,short_name,chapter,verse,text,title,sorting_order,native_language,bible_version,sentiment,subjectivity,common_name,ner_person,ner_place,person
107968,10042,2 Kings,2Kin,18,18,"And when they had called to the king, there came out to them Eliakim the son of Hilkiah, which was over the household, and Shebna the scribe, and Joah the son of Asaph the recorder.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Eliakim', 'Joah']",['Asaph'],['Asaph']
107969,10043,2 Kings,2Kin,18,19,"And Rabshakeh said unto them, Speak ye now to Hezekiah, Thus saith the great king, the king of Assyria, What confidence is this wherein thou trustest?",,,English,KJV_1769,Positive,"('Subjective', 0.75)",2 Kings,"['Rabshakeh', 'Hezekiah']",['Assyria'],['Assyria']
107970,10044,2 Kings,2Kin,18,20,"Thou sayest, (but they are but vain words,) I have counsel and strength for the war. Now on whom dost thou trust, that thou rebellest against me?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Thou'],['Thou']
107971,10045,2 Kings,2Kin,18,21,"Now, behold, thou trustest upon the staff of this bruised reed, even upon Egypt, on which if a man lean, it will go into his hand, and pierce it: so is Pharaoh king of Egypt unto all that trust on him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Pharaoh'],"['Egypt', 'Egypt']","['Egypt', 'Egypt']"
107972,10046,2 Kings,2Kin,18,22,"But if ye say unto me, We trust in the LORD our God: is not that he, whose high places and whose altars Hezekiah hath taken away, and hath said to Judah and Jerusalem, Ye shall worship before this altar in Jerusalem?",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",2 Kings,['Hezekiah'],"['Judah', 'Jerusalem', 'Jerusalem']","['Judah', 'Jerusalem', 'Jerusalem']"
107973,10047,2 Kings,2Kin,18,23,"Now therefore, I pray thee, give pledges to my lord the king of Assyria, and I will deliver thee two thousand horses, if thou be able on thy part to set riders upon them.",,,English,KJV_1769,Positive,"('Subjective', 0.625)",2 Kings,[],['Assyria'],['Assyria']
107974,10048,2 Kings,2Kin,18,24,"How then wilt thou turn away the face of one captain of the least of my master's servants, and put thy trust on Egypt for chariots and for horsemen?",,,English,KJV_1769,Negative,"('Objective', 0.4)",2 Kings,[],['Egypt'],['Egypt']
107976,10050,2 Kings,2Kin,18,26,"Then said Eliakim the son of Hilkiah, and Shebna, and Joah, unto Rabshakeh, Speak, I pray thee, to thy servants in the Syrian language; for we understand it: and talk not with us in the Jews' language in the ears of the people that are on the wall.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Eliakim', 'Joah', 'Rabshakeh']",['Speak'],['Speak']
107978,10052,2 Kings,2Kin,18,28,"Then Rabshakeh stood and cried with a loud voice in the Jews' language, and spake, saying, Hear the word of the great king, the king of Assyria:",,,English,KJV_1769,Positive,"('Subjective', 0.775)",2 Kings,['Rabshakeh'],['Assyria'],['Assyria']
107980,10054,2 Kings,2Kin,18,30,"Neither let Hezekiah make you trust in the LORD, saying, The LORD will surely deliver us, and this city shall not be delivered into the hand of the king of Assyria.",,,English,KJV_1769,Positive,"('Subjective', 0.8888888888888888)",2 Kings,['Hezekiah'],['Assyria'],['Assyria']
107981,10055,2 Kings,2Kin,18,31,"Hearken not to Hezekiah: for thus saith the king of Assyria, Make an agreement with me by a present, and come out to me, and then eat ye every man of his own vine, and every one of his fig tree, and drink ye every one the waters of his cistern:",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",2 Kings,['Hezekiah'],['Assyria'],['Assyria']
107983,10057,2 Kings,2Kin,18,33,Hath any of the gods of the nations delivered at all his land out of the hand of the king of Assyria?,,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Assyria'],['Assyria']
107984,10058,2 Kings,2Kin,18,34,"Where are the gods of Hamath, and of Arpad? where are the gods of Sepharvaim, Hena, and Ivah? have they delivered Samaria out of mine hand?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Hamath', 'Ivah', 'Samaria']",['Sepharvaim'],['Sepharvaim']
107985,10059,2 Kings,2Kin,18,35,"Who are they among all the gods of the countries, that have delivered their country out of mine hand, that the LORD should deliver Jerusalem out of mine hand?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Jerusalem'],['Jerusalem']
107987,10061,2 Kings,2Kin,18,37,"Then came Eliakim the son of Hilkiah, which was over the household, and Shebna the scribe, and Joah the son of Asaph the recorder, to Hezekiah with their clothes rent, and told him the words of Rabshakeh.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Eliakim', 'Joah', 'Hezekiah']",['Asaph'],['Asaph']
107991,10065,2 Kings,2Kin,19,4,"It may be the LORD thy God will hear all the words of Rabshakeh, whom the king of Assyria his master hath sent to reproach the living God; and will reprove the words which the LORD thy God hath heard: wherefore lift up thy prayer for the remnant that are left.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Rabshakeh'],['Assyria'],['Assyria']
107993,10067,2 Kings,2Kin,19,6,"And Isaiah said unto them, Thus shall ye say to your master, Thus saith the LORD, Be not afraid of the words which thou hast heard, with which the servants of the king of Assyria have blasphemed me.",,,English,KJV_1769,Positive,"('Subjective', 0.9)",2 Kings,['Isaiah'],['Assyria'],['Assyria']
107995,10069,2 Kings,2Kin,19,8,"So Rabshakeh returned, and found the king of Assyria warring against Libnah: for he had heard that he was departed from Lachish.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Rabshakeh', 'Libnah']","['Assyria', 'Lachish']","['Assyria', 'Lachish']"
107996,10070,2 Kings,2Kin,19,9,"And when he heard say of Tirhakah king of Ethiopia, Behold, he is come out to fight against thee: he sent messengers again unto Hezekiah, saying,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Hezekiah'],"['Tirhakah', 'Ethiopia', 'Behold']","['Tirhakah', 'Ethiopia', 'Behold']"
107997,10071,2 Kings,2Kin,19,10,"Thus shall ye speak to Hezekiah king of Judah, saying, Let not thy God in whom thou trustest deceive thee, saying, Jerusalem shall not be delivered into the hand of the king of Assyria.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Hezekiah king'],"['Judah', 'Jerusalem', 'Assyria']","['Judah', 'Jerusalem', 'Assyria']"
107998,10072,2 Kings,2Kin,19,11,"Behold, thou hast heard what the kings of Assyria have done to all lands, by destroying them utterly: and shalt thou be delivered?",,,English,KJV_1769,Negative,"('Uncertain', 0.5)",2 Kings,['thou hast heard'],['Assyria'],['Assyria']
107999,10073,2 Kings,2Kin,19,12,"Have the gods of the nations delivered them which my fathers have destroyed; as Gozan, and Haran, and Rezeph, and the children of Eden which were in Thelasar?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Rezeph'],"['Gozan', 'Haran', 'Thelasar']","['Gozan', 'Haran', 'Thelasar']"
108000,10074,2 Kings,2Kin,19,13,"Where is the king of Hamath, and the king of Arpad, and the king of the city of Sepharvaim, of Hena, and Ivah?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Hamath', 'Ivah']","['Arpad', 'Sepharvaim']","['Arpad', 'Sepharvaim']"
108002,10076,2 Kings,2Kin,19,15,"And Hezekiah prayed before the LORD, and said, O LORD God of Israel, which dwellest between the cherubims, thou art the God, even thou alone, of all the kingdoms of the earth; thou hast made heaven and earth.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Hezekiah'],['Israel'],['Israel']
108003,10077,2 Kings,2Kin,19,16,"LORD, bow down thine ear, and hear: open, LORD, thine eyes, and see: and hear the words of Sennacherib, which hath sent him to reproach the living God.",,,English,KJV_1769,Negative,"('Objective', 0.3944444444444445)",2 Kings,[],['Sennacherib'],['Sennacherib']
108004,10078,2 Kings,2Kin,19,17,"Of a truth, LORD, the kings of Assyria have destroyed the nations and their lands,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Assyria'],['Assyria']
108007,10081,2 Kings,2Kin,19,20,"Then Isaiah the son of Amoz sent to Hezekiah, saying, Thus saith the LORD God of Israel, That which thou hast prayed to me against Sennacherib king of Assyria I have heard.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Isaiah', 'Amoz', 'Hezekiah']","['Israel', 'Sennacherib', 'Assyria']","['Israel', 'Sennacherib', 'Assyria']"
108008,10082,2 Kings,2Kin,19,21,"This is the word that the LORD hath spoken concerning him; The virgin the daughter of Zion hath despised thee, and laughed thee to scorn; the daughter of Jerusalem hath shaken her head at thee.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,[],['Jerusalem'],['Jerusalem']
108009,10083,2 Kings,2Kin,19,22,"Whom hast thou reproached and blasphemed? and against whom hast thou exalted thy voice, and lifted up thine eyes on high? even against the Holy One of Israel.",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",2 Kings,[],['Israel'],['Israel']
108010,10084,2 Kings,2Kin,19,23,"By thy messengers thou hast reproached the Lord, and hast said, With the multitude of my chariots I am come up to the height of the mountains, to the sides of Lebanon, and will cut down the tall cedar trees thereof, and the choice fir trees thereof: and I will enter into the lodgings of his borders, and into the forest of his Carmel.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",2 Kings,['thou hast'],['Lebanon'],['Lebanon']
108017,10091,2 Kings,2Kin,19,30,"And the remnant that is escaped of the house of Judah shall yet again take root downward, and bear fruit upward.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Judah'],['Judah']
108018,10092,2 Kings,2Kin,19,31,"For out of Jerusalem shall go forth a remnant, and they that escape out of mount Zion: the zeal of the LORD of hosts shall do this.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Jerusalem'],['Jerusalem']
108019,10093,2 Kings,2Kin,19,32,"Therefore thus saith the LORD concerning the king of Assyria, He shall not come into this city, nor shoot an arrow there, nor come before it with shield, nor cast a bank against it.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Assyria'],['Assyria']
108023,10097,2 Kings,2Kin,19,36,"So Sennacherib king of Assyria departed, and went and returned, and dwelt at Nineveh.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],"['Assyria', 'Nineveh']","['Assyria', 'Nineveh']"
108024,10098,2 Kings,2Kin,19,37,"And it came to pass, as he was worshipping in the house of Nisroch his god, that Adrammelech and Sharezer his sons smote him with the sword: and they escaped into the land of Armenia. And Esarhaddon his son reigned in his stead.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Nisroch', 'Sharezer', 'Esarhaddon']",['Armenia'],['Armenia']
108030,10104,2 Kings,2Kin,20,6,"And I will add unto thy days fifteen years; and I will deliver thee and this city out of the hand of the king of Assyria; and I will defend this city for mine own sake, and for my servant David's sake.",,,English,KJV_1769,Positive,"('Subjective', 1.0)",2 Kings,['David'],['Assyria'],['Assyria']
108042,10116,2 Kings,2Kin,20,18,"And of thy sons that shall issue from thee, which thou shalt beget, shall they take away; and they shall be eunuchs in the palace of the king of Babylon.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Babylon'],['thou shalt beget'],['thou']
108044,10118,2 Kings,2Kin,20,20,"And the rest of the acts of Hezekiah, and all his might, and how he made a pool, and a conduit, and brought water into the city, are they not written in the book of the chronicles of the kings of Judah?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Hezekiah'],['Judah'],['Judah']
108046,10120,2 Kings,2Kin,21,1,"Manasseh was twelve years old when he began to reign, and reigned fifty and five years in Jerusalem. And his mother's name was Hephzibah.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,['Hephzibah'],['Jerusalem'],['Jerusalem']
108047,10121,2 Kings,2Kin,21,2,"And he did that which was evil in the sight of the LORD, after the abominations of the heathen, whom the LORD cast out before the children of Israel.",,,English,KJV_1769,Negative,"('Subjective', 1.0)",2 Kings,[],['Israel'],['Israel']
108048,10122,2 Kings,2Kin,21,3,"For he built up again the high places which Hezekiah his father had destroyed; and he reared up altars for Baal, and made a grove, as did Ahab king of Israel; and worshipped all the host of heaven, and served them.",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",2 Kings,"['Hezekiah', 'Ahab king']",['Israel'],['Israel']
108049,10123,2 Kings,2Kin,21,4,"And he built altars in the house of the LORD, of which the LORD said, In Jerusalem will I put my name.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Jerusalem'],['Jerusalem']
108052,10126,2 Kings,2Kin,21,7,"And he set a graven image of the grove that he had made in the house, of which the LORD said to David, and to Solomon his son, In this house, and in Jerusalem, which I have chosen out of all tribes of Israel, will I put my name for ever:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['David', 'Solomon']","['Jerusalem', 'Israel']","['Jerusalem', 'Israel']"
108053,10127,2 Kings,2Kin,21,8,"Neither will I make the feet of Israel move any more out of the land which I gave their fathers; only if they will observe to do according to all that I have commanded them, and according to all the law that my servant Moses commanded them.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",2 Kings,[],['Israel'],['Israel']
108054,10128,2 Kings,2Kin,21,9,But they hearkened not: and Manasseh seduced them to do more evil than did the nations whom the LORD destroyed before the children of Israel.,,,English,KJV_1769,Negative,"('Subjective', 0.75)",2 Kings,[],['Israel'],['Israel']
108056,10130,2 Kings,2Kin,21,11,"Because Manasseh king of Judah hath done these abominations, and hath done wickedly above all that the Amorites did, which were before him, and hath made Judah also to sin with his idols:",,,English,KJV_1769,Neutral,"('Objective', 0.1)",2 Kings,['Judah'],['Judah'],['Judah']
108057,10131,2 Kings,2Kin,21,12,"Therefore thus saith the LORD God of Israel, Behold, I am bringing such evil upon Jerusalem and Judah, that whosoever heareth of it, both his ears shall tingle.",,,English,KJV_1769,Negative,"('Subjective', 0.75)",2 Kings,['Behold'],"['Israel', 'Jerusalem', 'Judah']","['Israel', 'Jerusalem', 'Judah']"
108058,10132,2 Kings,2Kin,21,13,"And I will stretch over Jerusalem the line of Samaria, and the plummet of the house of Ahab: and I will wipe Jerusalem as a man wipeth a dish, wiping it, and turning it upside down.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",2 Kings,['Ahab'],"['Jerusalem', 'Samaria', 'Jerusalem']","['Jerusalem', 'Samaria', 'Jerusalem']"
108060,10134,2 Kings,2Kin,21,15,"Because they have done that which was evil in my sight, and have provoked me to anger, since the day their fathers came forth out of Egypt, even unto this day.",,,English,KJV_1769,Negative,"('Subjective', 0.6)",2 Kings,[],['Egypt'],['Egypt']
108061,10135,2 Kings,2Kin,21,16,"Moreover Manasseh shed innocent blood very much, till he had filled Jerusalem from one end to another; beside his sin wherewith he made Judah to sin, in doing that which was evil in the sight of the LORD.",,,English,KJV_1769,Positive,"('Subjective', 0.715)",2 Kings,[],['Jerusalem'],['Jerusalem']
108062,10136,2 Kings,2Kin,21,17,"Now the rest of the acts of Manasseh, and all that he did, and his sin that he sinned, are they not written in the book of the chronicles of the kings of Judah?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Judah'],['Judah']
108064,10138,2 Kings,2Kin,21,19,"Amon was twenty and two years old when he began to reign, and he reigned two years in Jerusalem. And his mother's name was Meshullemeth, the daughter of Haruz of Jotbah.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,"['Amon', 'Meshullemeth', 'Haruz']","['Jerusalem', 'Jotbah']","['Jerusalem', 'Jotbah']"
108070,10144,2 Kings,2Kin,21,25,"Now the rest of the acts of Amon which he did, are they not written in the book of the chronicles of the kings of Judah?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Amon'],['Judah'],['Judah']
108071,10145,2 Kings,2Kin,21,26,And he was buried in his sepulchre in the garden of Uzza: and Josiah his son reigned in his stead.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Josiah'],['sepulchre'],['sepulchre']
108072,10146,2 Kings,2Kin,22,1,"Josiah was eight years old when he began to reign, and he reigned thirty and one years in Jerusalem. And his mother's name was Jedidah, the daughter of Adaiah of Boscath.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,[],"['Jerusalem', 'Jedidah']","['Jerusalem', 'Jedidah']"
108074,10148,2 Kings,2Kin,22,3,"And it came to pass in the eighteenth year of king Josiah, that the king sent Shaphan the son of Azaliah, the son of Meshullam, the scribe, to the house of the LORD, saying,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Josiah', 'Shaphan']",['Meshullam'],['Meshullam']
108078,10152,2 Kings,2Kin,22,7,"Howbeit there was no reckoning made with them of the money that was delivered into their hand, because they dealt faithfully.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Howbeit'],['Howbeit']
108083,10157,2 Kings,2Kin,22,12,"And the king commanded Hilkiah the priest, and Ahikam the son of Shaphan, and Achbor the son of Michaiah, and Shaphan the scribe, and Asahiah a servant of the king's, saying,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Asahiah'],['Michaiah'],['Michaiah']
108084,10158,2 Kings,2Kin,22,13,"Go ye, enquire of the LORD for me, and for the people, and for all Judah, concerning the words of this book that is found: for great is the wrath of the LORD that is kindled against us, because our fathers have not hearkened unto the words of this book, to do according unto all that which is written concerning us.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",2 Kings,[],['Judah'],['Judah']
108085,10159,2 Kings,2Kin,22,14,"So Hilkiah the priest, and Ahikam, and Achbor, and Shaphan, and Asahiah, went unto Huldah the prophetess, the wife of Shallum the son of Tikvah, the son of Harhas, keeper of the wardrobe; (now she dwelt in Jerusalem in the college;) and they communed with her.",,,English,KJV_1769,Positive,"('Subjective', 1.0)",2 Kings,['Hilkiah'],"['Harhas', 'Jerusalem']","['Harhas', 'Jerusalem']"
108086,10160,2 Kings,2Kin,22,15,"And she said unto them, Thus saith the LORD God of Israel, Tell the man that sent you to me,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Israel'],['Israel']
108087,10161,2 Kings,2Kin,22,16,"Thus saith the LORD, Behold, I will bring evil upon this place, and upon the inhabitants thereof, even all the words of the book which the king of Judah hath read:",,,English,KJV_1769,Negative,"('Subjective', 1.0)",2 Kings,['Behold'],['Judah'],['Judah']
108089,10163,2 Kings,2Kin,22,18,"But to the king of Judah which sent you to enquire of the LORD, thus shall ye say to him, Thus saith the LORD God of Israel, As touching the words which thou hast heard;",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",2 Kings,[],"['Judah', 'Israel']","['Judah', 'Israel']"
108092,10166,2 Kings,2Kin,23,1,"And the king sent, and they gathered unto him all the elders of Judah and of Jerusalem.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],"['Judah', 'Jerusalem']","['Judah', 'Jerusalem']"
108093,10167,2 Kings,2Kin,23,2,"And the king went up into the house of the LORD, and all the men of Judah and all the inhabitants of Jerusalem with him, and the priests, and the prophets, and all the people, both small and great: and he read in their ears all the words of the book of the covenant which was found in the house of the LORD.",,,English,KJV_1769,Positive,"('Subjective', 0.575)",2 Kings,[],"['Judah', 'Jerusalem']","['Judah', 'Jerusalem']"
108095,10169,2 Kings,2Kin,23,4,"And the king commanded Hilkiah the high priest, and the priests of the second order, and the keepers of the door, to bring forth out of the temple of the LORD all the vessels that were made for Baal, and for the grove, and for all the host of heaven: and he burned them without Jerusalem in the fields of Kidron, and carried the ashes of them unto Bethel.",,,English,KJV_1769,Positive,"('Objective', 0.26999999999999996)",2 Kings,['Bethel'],"['Jerusalem', 'Kidron']","['Jerusalem', 'Kidron']"
108096,10170,2 Kings,2Kin,23,5,"And he put down the idolatrous priests, whom the kings of Judah had ordained to burn incense in the high places in the cities of Judah, and in the places round about Jerusalem; them also that burned incense unto Baal, to the sun, and to the moon, and to the planets, and to all the host of heaven.",,,English,KJV_1769,Negative,"('Objective', 0.40962962962962957)",2 Kings,[],"['Judah', 'Jerusalem']","['Judah', 'Jerusalem']"
108097,10171,2 Kings,2Kin,23,6,"And he brought out the grove from the house of the LORD, without Jerusalem, unto the brook Kidron, and burned it at the brook Kidron, and stamped it small to powder, and cast the powder thereof upon the graves of the children of the people.",,,English,KJV_1769,Negative,"('Objective', 0.4)",2 Kings,[],"['Jerusalem', 'Kidron', 'Kidron']","['Jerusalem', 'Kidron', 'Kidron']"
108099,10173,2 Kings,2Kin,23,8,"And he brought all the priests out of the cities of Judah, and defiled the high places where the priests had burned incense, from Geba to Beersheba, and brake down the high places of the gates that were in the entering in of the gate of Joshua the governor of the city, which were on a man's left hand at the gate of the city.",,,English,KJV_1769,Positive,"('Objective', 0.3422222222222222)",2 Kings,['Joshua'],"['Judah', 'Geba', 'Beersheba']","['Judah', 'Geba', 'Beersheba']"
108100,10174,2 Kings,2Kin,23,9,"Nevertheless the priests of the high places came not up to the altar of the LORD in Jerusalem, but they did eat of the unleavened bread among their brethren.",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",2 Kings,[],['Jerusalem'],['Jerusalem']
108101,10175,2 Kings,2Kin,23,10,"And he defiled Topheth, which is in the valley of the children of Hinnom, that no man might make his son or his daughter to pass through the fire to Molech.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Hinnom'],['Hinnom']
108102,10176,2 Kings,2Kin,23,11,"And he took away the horses that the kings of Judah had given to the sun, at the entering in of the house of the LORD, by the chamber of Nathanmelech the chamberlain, which was in the suburbs, and burned the chariots of the sun with fire.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Judah'],['Judah']
108103,10177,2 Kings,2Kin,23,12,"And the altars that were on the top of the upper chamber of Ahaz, which the kings of Judah had made, and the altars which Manasseh had made in the two courts of the house of the LORD, did the king beat down, and brake them down from thence, and cast the dust of them into the brook Kidron.",,,English,KJV_1769,Positive,"('Objective', 0.2694444444444445)",2 Kings,[],"['Judah', 'Kidron']","['Judah', 'Kidron']"
108104,10178,2 Kings,2Kin,23,13,"And the high places that were before Jerusalem, which were on the right hand of the mount of corruption, which Solomon the king of Israel had builded for Ashtoreth the abomination of the Zidonians, and for Chemosh the abomination of the Moabites, and for Milcom the abomination of the children of Ammon, did the king defile.",,,English,KJV_1769,Positive,"('Subjective', 0.5378571428571428)",2 Kings,"['Solomon', 'Ashtoreth', 'Zidonians', 'Ammon']","['Jerusalem', 'Israel']","['Jerusalem', 'Israel']"
108106,10180,2 Kings,2Kin,23,15,"Moreover the altar that was at Bethel, and the high place which Jeroboam the son of Nebat, who made Israel to sin, had made, both that altar and the high place he brake down, and burned the high place, and stamped it small to powder, and burned the grove.",,,English,KJV_1769,Positive,"('Objective', 0.46177777777777773)",2 Kings,['Jeroboam'],['Israel'],['Israel']
108108,10182,2 Kings,2Kin,23,17,"Then he said, What title is that that I see? And the men of the city told him, It is the sepulchre of the man of God, which came from Judah, and proclaimed these things that thou hast done against the altar of Bethel.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['thou hast'],"['Judah', 'Bethel']","['Judah', 'Bethel']"
108109,10183,2 Kings,2Kin,23,18,"And he said, Let him alone; let no man move his bones. So they let his bones alone, with the bones of the prophet that came out of Samaria.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],['Samaria'],['Samaria']
108110,10184,2 Kings,2Kin,23,19,"And all the houses also of the high places that were in the cities of Samaria, which the kings of Israel had made to provoke the LORD to anger, Josiah took away, and did to them according to all the acts that he had done in Bethel.",,,English,KJV_1769,Negative,"('Objective', 0.37)",2 Kings,['Josiah'],"['Samaria', 'Israel', 'Bethel']","['Samaria', 'Israel', 'Bethel']"
108111,10185,2 Kings,2Kin,23,20,"And he slew all the priests of the high places that were there upon the altars, and burned men's bones upon them, and returned to Jerusalem.",,,English,KJV_1769,Positive,"('Subjective', 0.5399999999999999)",2 Kings,[],['Jerusalem'],['Jerusalem']
108113,10187,2 Kings,2Kin,23,22,"Surely there was not holden such a passover from the days of the judges that judged Israel, nor in all the days of the kings of Israel, nor of the kings of Judah;",,,English,KJV_1769,Positive,"('Subjective', 0.6944444444444444)",2 Kings,[],"['Israel', 'Israel', 'Judah']","['Israel', 'Israel', 'Judah']"
108114,10188,2 Kings,2Kin,23,23,"But in the eighteenth year of king Josiah, wherein this passover was holden to the LORD in Jerusalem.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Josiah'],['Jerusalem'],['Jerusalem']
108115,10189,2 Kings,2Kin,23,24,"Moreover the workers with familiar spirits, and the wizards, and the images, and the idols, and all the abominations that were spied in the land of Judah and in Jerusalem, did Josiah put away, that he might perform the words of the law which were written in the book that Hilkiah the priest found in the house of the LORD.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",2 Kings,['Josiah'],"['Judah', 'Jerusalem']","['Judah', 'Jerusalem']"
108118,10192,2 Kings,2Kin,23,27,"And the LORD said, I will remove Judah also out of my sight, as I have removed Israel, and will cast off this city Jerusalem which I have chosen, and the house of which I said, My name shall be there.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,[],"['Israel', 'Jerusalem']","['Israel', 'Jerusalem']"
108119,10193,2 Kings,2Kin,23,28,"Now the rest of the acts of Josiah, and all that he did, are they not written in the book of the chronicles of the kings of Judah?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Josiah'],['Judah'],['Judah']
108120,10194,2 Kings,2Kin,23,29,"In his days Pharaohnechoh king of Egypt went up against the king of Assyria to the river Euphrates: and king Josiah went against him; and he slew him at Megiddo, when he had seen him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Josiah'],"['Egypt', 'Assyria']","['Egypt', 'Assyria']"
108121,10195,2 Kings,2Kin,23,30,"And his servants carried him in a chariot dead from Megiddo, and brought him to Jerusalem, and buried him in his own sepulchre. And the people of the land took Jehoahaz the son of Josiah, and anointed him, and made him king in his father's stead.",,,English,KJV_1769,Positive,"('Subjective', 0.7)",2 Kings,['Josiah'],"['Megiddo', 'Jerusalem', 'sepulchre']","['Megiddo', 'Jerusalem', 'sepulchre']"
108122,10196,2 Kings,2Kin,23,31,"Jehoahaz was twenty and three years old when he began to reign; and he reigned three months in Jerusalem. And his mother's name was Hamutal, the daughter of Jeremiah of Libnah.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,"['Hamutal', 'Jeremiah of Libnah']",['Jerusalem'],['Jerusalem']
108124,10198,2 Kings,2Kin,23,33,"And Pharaohnechoh put him in bands at Riblah in the land of Hamath, that he might not reign in Jerusalem; and put the land to a tribute of an hundred talents of silver, and a talent of gold.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,['Hamath'],['Jerusalem'],['Jerusalem']
108125,10199,2 Kings,2Kin,23,34,"And Pharaohnechoh made Eliakim the son of Josiah king in the room of Josiah his father, and turned his name to Jehoiakim, and took Jehoahaz away: and he came to Egypt, and died there.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",2 Kings,"['Eliakim', 'Josiah', 'Josiah']",['Egypt'],['Egypt']
108127,10201,2 Kings,2Kin,23,36,"Jehoiakim was twenty and five years old when he began to reign; and he reigned eleven years in Jerusalem. And his mother's name was Zebudah, the daughter of Pedaiah of Rumah.",,,English,KJV_1769,Positive,"('Objective', 0.2)",2 Kings,['Jehoiakim'],"['Jerusalem', 'Zebudah']","['Jerusalem', 'Zebudah']"
108130,10204,2 Kings,2Kin,24,2,"And the LORD sent against him bands of the Chaldees, and bands of the Syrians, and bands of the Moabites, and bands of the children of Ammon, and sent them against Judah to destroy it, according to the word of the LORD, which he spake by his servants the prophets.",,,English,KJV_1769,Negative,"('Objective', 0.0)",2 Kings,['Ammon'],['Judah'],['Judah']
